user_id;question_id;answer
28346;TE5;1️⃣
28346;TE6;6️⃣
28346;TE7;4️⃣
28346;TE8;2️⃣
28346;TE9;3️⃣
28347;DC1;1️⃣
28347;DC10;2️⃣
28347;DC2;1️⃣
28347;DC3;1️⃣
28347;DC4;1️⃣
28347;DC5;1️⃣
28347;DC6;1️⃣
28347;DC7;1️⃣
28347;DC8;2️⃣
28347;DC9;1️⃣
28347;FI1;2️⃣
28347;FI2;4️⃣
28347;FI3;1️⃣
28347;FI4;4️⃣
28347;FI5;5️⃣
28347;FI6;4️⃣
28347;OE1;2️⃣
28347;OE2;4️⃣
28347;OE3;3️⃣
28347;OE4;2️⃣
28347;OE5;2️⃣
28347;OE6;2️⃣
28347;OE7;🤷‍♂️
28347;OE8;1️⃣
28347;TE1;2️⃣
28347;TE10;3️⃣
28347;TE2;1️⃣
28347;TE3;4️⃣
28347;TE4;2️⃣
28347;TE5;1️⃣
28347;TE6;🤷‍♂️
28347;TE7;4️⃣
28347;TE8;3️⃣
28347;TE9;1️⃣
28351;DC1;1️⃣
28351;DC10;2️⃣
28351;DC2;2️⃣
28351;DC3;1️⃣
28351;DC4;3️⃣
28351;DC5;3️⃣
28351;DC6;1️⃣
28351;DC7;1️⃣
28351;DC8;2️⃣
28351;DC9;2️⃣
28351;FI1;3️⃣
28351;FI2;3️⃣
28351;FI3;6️⃣
28351;FI4;1️⃣
28351;FI5;5️⃣
28351;FI6;2️⃣
28351;II2;🤷‍♂️
28351;OE1;2️⃣
28351;OE2;4️⃣
28351;OE3;1️⃣
28351;OE4;2️⃣
28351;OE5;2️⃣
28351;OE6;4️⃣
28351;OE7;2️⃣
28351;OE8;2️⃣
28351;TE1;4️⃣
28351;TE10;1️⃣
28351;TE2;2️⃣
28351;TE3;1️⃣
28351;TE4;3️⃣
28351;TE5;1️⃣
28351;TE6;7️⃣
28351;TE7;3️⃣
28351;TE8;3️⃣
28351;TE9;2️⃣
28354;FI1;2️⃣
28354;FI2;4️⃣
28354;FI3;6️⃣
28354;FI4;4️⃣
28354;FI5;2️⃣
28354;FI6;1️⃣
28355;DC1;1️⃣
28355;DC10;2️⃣
28355;DC2;2️⃣
28355;DC3;1️⃣
28355;DC4;3️⃣
28355;DC5;1️⃣
28355;DC6;🤷‍♂️
28355;DC7;1️⃣
28355;DC8;2️⃣
28355;DC9;3️⃣
28355;OE1;3️⃣
28355;OE2;1️⃣
28355;OE3;3️⃣
28355;OE4;1️⃣
28355;OE5;2️⃣
28355;OE6;🤷‍♂️
28355;OE7;2️⃣
28355;OE8;1️⃣
28358;DC1;1️⃣
28358;DC10;2️⃣
28358;DC2;1️⃣
28358;DC3;1️⃣
28358;DC4;4️⃣
28358;DC5;1️⃣
28358;DC6;3️⃣
28358;DC7;2️⃣
28358;DC8;2️⃣
28358;DC9;2️⃣
28358;FI1;2️⃣
28358;FI2;4️⃣
28358;FI3;2️⃣
28358;FI4;4️⃣
28358;FI5;5️⃣
28358;FI6;4️⃣
28358;II2;4️⃣
28358;OE1;2️⃣
28358;OE2;3️⃣
28358;OE3;3️⃣
28358;OE4;3️⃣
28358;OE5;2️⃣
28358;OE6;4️⃣
28358;OE7;2️⃣
28358;OE8;2️⃣
28358;TE1;2️⃣
28358;TE10;3️⃣
28358;TE2;3️⃣
28358;TE3;3️⃣
28358;TE4;4️⃣
28358;TE5;1️⃣
28358;TE6;6️⃣
28358;TE7;4️⃣
28358;TE8;3️⃣
28358;TE9;3️⃣
28360;TE1;2️⃣
28364;DC1;1️⃣
28364;DC10;2️⃣
28364;DC2;1️⃣
28364;DC3;1️⃣
28364;DC4;1️⃣
28364;DC5;1️⃣
28364;DC6;1️⃣
28364;DC7;1️⃣
28364;DC8;2️⃣
28364;DC9;1️⃣
28364;FI1;2️⃣
28364;FI2;🤷‍♂️
28364;FI3;3️⃣
28364;FI4;4️⃣
28364;FI5;5️⃣
28364;FI6;3️⃣
28364;II2;2️⃣
28364;OE1;2️⃣
28364;OE2;1️⃣
28364;OE3;3️⃣
28364;OE4;2️⃣
28364;OE5;2️⃣
28364;TE1;2️⃣
28364;TE10;2️⃣
28364;TE2;1️⃣
28364;TE3;1️⃣
28364;TE4;3️⃣
28364;TE5;2️⃣
28364;TE6;2️⃣
28364;TE7;3️⃣
28364;TE8;2️⃣
28364;TE9;3️⃣
28365;DC1;1️⃣
28365;DC10;3️⃣
28365;DC2;🤷‍♂️
28365;DC3;1️⃣
28365;DC4;2️⃣
28365;DC5;1️⃣
28365;DC6;1️⃣
28365;DC7;1️⃣
28365;DC8;🤷‍♂️
28365;DC9;3️⃣
28365;FI1;3️⃣
28365;FI2;🤷‍♂️
28365;FI3;8️⃣
28365;FI4;1️⃣
28365;FI5;2️⃣
28365;FI6;4️⃣
28365;II2;1️⃣
28365;OE1;3️⃣
28365;OE2;1️⃣
28365;OE3;3️⃣
28365;OE4;2️⃣
28365;OE5;3️⃣
28365;OE6;4️⃣
28365;OE7;1️⃣
28365;OE8;2️⃣
28365;TE1;4️⃣
28365;TE10;2️⃣
28365;TE2;2️⃣
28365;TE3;2️⃣
28365;TE4;3️⃣
28365;TE5;🤷‍♂️
28365;TE6;3️⃣
28365;TE7;4️⃣
28365;TE8;1️⃣
28365;TE9;3️⃣
28366;FI1;4️⃣
28366;FI2;2️⃣
28366;FI3;🔟
28366;FI4;4️⃣
28366;FI5;5️⃣
28366;FI6;2️⃣
28366;TE1;5️⃣
28366;TE10;3️⃣
28366;TE2;3️⃣
28366;TE3;2️⃣
28366;TE4;4️⃣
28366;TE5;1️⃣
28366;TE6;6️⃣
28366;TE7;2️⃣
28366;TE8;3️⃣
28366;TE9;1️⃣
28367;TE1;4️⃣
28367;TE10;3️⃣
28367;TE2;2️⃣
28367;TE3;2️⃣
28367;TE4;1️⃣
28367;TE5;1️⃣
28367;TE6;1️⃣
28367;TE7;3️⃣
28367;TE8;3️⃣
28367;TE9;3️⃣
28368;DC1;1️⃣
28368;DC2;2️⃣
28368;DC3;3️⃣
28368;DC4;1️⃣
28368;DC5;1️⃣
28368;DC6;2️⃣
28368;DC7;1️⃣
28369;DC1;🤷‍♂️
28369;DC10;3️⃣
28369;DC2;2️⃣
28369;DC3;3️⃣
28369;DC4;3️⃣
28369;DC5;1️⃣
28369;DC6;1️⃣
28369;DC7;1️⃣
28369;DC8;2️⃣
28369;DC9;4️⃣
28369;FI1;4️⃣
28369;FI2;1️⃣
28369;FI3;1️⃣
28369;FI4;1️⃣
28369;FI5;2️⃣
28369;FI6;3️⃣
28369;II2;4️⃣
28369;OE1;3️⃣
28369;OE2;🤷‍♂️
28369;OE3;2️⃣
28369;OE4;3️⃣
28369;OE5;2️⃣
28369;OE6;3️⃣
28369;OE7;1️⃣
28369;OE8;1️⃣
28369;TE1;2️⃣
28369;TE10;1️⃣
28369;TE2;2️⃣
28369;TE3;2️⃣
28369;TE4;3️⃣
28369;TE5;1️⃣
28369;TE6;2️⃣
28369;TE7;3️⃣
28369;TE8;3️⃣
28369;TE9;3️⃣
28370;DC1;1️⃣
28370;DC10;3️⃣
28370;DC2;🤷‍♂️
28370;DC3;1️⃣
28370;DC4;4️⃣
28370;DC5;1️⃣
28370;DC6;1️⃣
28370;DC7;1️⃣
28370;DC8;1️⃣
28370;DC9;1️⃣
28370;II2;1️⃣
28370;TE1;4️⃣
28370;TE10;3️⃣
28370;TE2;3️⃣
28370;TE3;4️⃣
28370;TE4;1️⃣
28370;TE5;2️⃣
28370;TE6;3️⃣
28370;TE7;4️⃣
28370;TE8;3️⃣
28370;TE9;3️⃣
28373;DC1;1️⃣
28373;DC10;3️⃣
28373;DC2;1️⃣
28373;DC3;1️⃣
28373;DC4;4️⃣
28373;DC5;1️⃣
28373;DC6;1️⃣
28373;DC7;1️⃣
28373;DC8;2️⃣
28373;DC9;1️⃣
28373;FI1;1️⃣
28373;FI2;🤷‍♂️
28373;FI3;3️⃣
28373;FI4;1️⃣
28373;FI5;5️⃣
28373;FI6;4️⃣
28373;II2;1️⃣
28373;OE1;3️⃣
28373;OE2;4️⃣
28373;OE3;2️⃣
28373;OE4;1️⃣
28373;OE5;3️⃣
28373;OE6;1️⃣
28373;OE7;2️⃣
28373;OE8;2️⃣
28373;TE1;1️⃣
28373;TE10;3️⃣
28373;TE2;1️⃣
28373;TE3;1️⃣
28373;TE4;4️⃣
28373;TE5;1️⃣
28373;TE6;6️⃣
28373;TE7;4️⃣
28373;TE8;2️⃣
28373;TE9;1️⃣
28375;FI1;4️⃣
28375;FI2;4️⃣
28375;FI3;🤷‍♂️
28375;FI4;4️⃣
28376;DC1;1️⃣
28376;DC10;3️⃣
28376;DC2;1️⃣
28376;DC3;3️⃣
28376;DC4;1️⃣
28376;DC5;4️⃣
28376;DC6;3️⃣
28376;DC7;1️⃣
28376;DC8;1️⃣
28376;DC9;2️⃣
28376;FI1;1️⃣
28376;FI2;2️⃣
28376;FI3;3️⃣
28376;FI4;4️⃣
28376;FI5;4️⃣
28376;FI6;1️⃣
28376;II2;4️⃣
28376;OE1;1️⃣
28376;OE2;1️⃣
28376;OE3;4️⃣
28376;OE4;1️⃣
28376;OE5;2️⃣
28376;OE6;2️⃣
28376;OE7;🤷‍♂️
28376;OE8;1️⃣
28377;DC1;1️⃣
28377;DC10;3️⃣
28377;DC2;2️⃣
28377;DC3;1️⃣
28377;DC4;1️⃣
28377;DC5;1️⃣
28377;DC6;1️⃣
28377;DC7;1️⃣
28377;DC8;🤷‍♂️
28377;DC9;1️⃣
28377;FI1;1️⃣
28377;FI2;1️⃣
28377;FI3;1️⃣
28377;FI4;1️⃣
28377;FI5;5️⃣
28377;FI6;4️⃣
28377;OE1;1️⃣
28377;OE2;1️⃣
28377;OE3;1️⃣
28377;OE4;3️⃣
28377;OE5;3️⃣
28377;OE6;4️⃣
28377;OE7;1️⃣
28377;OE8;1️⃣
28377;TE1;4️⃣
28377;TE10;🤷‍♂️
28377;TE2;2️⃣
28377;TE3;1️⃣
28377;TE4;1️⃣
28377;TE5;2️⃣
28377;TE6;5️⃣
28377;TE7;4️⃣
28377;TE8;1️⃣
28377;TE9;1️⃣
28378;DC1;1️⃣
28378;DC10;3️⃣
28378;DC2;3️⃣
28378;DC3;1️⃣
28378;DC4;4️⃣
28378;DC5;1️⃣
28378;DC6;2️⃣
28378;DC7;1️⃣
28378;DC8;2️⃣
28378;DC9;2️⃣
28378;FI1;2️⃣
28378;FI2;2️⃣
28378;FI3;1️⃣
28378;FI4;4️⃣
28378;FI5;4️⃣
28378;FI6;4️⃣
28378;II2;2️⃣
28378;OE1;1️⃣
28378;OE2;3️⃣
28378;OE3;3️⃣
28378;OE4;2️⃣
28378;OE5;2️⃣
28378;OE6;1️⃣
28378;OE7;2️⃣
28378;OE8;2️⃣
28378;TE1;1️⃣
28378;TE10;3️⃣
28378;TE2;1️⃣
28378;TE3;2️⃣
28378;TE4;2️⃣
28378;TE5;1️⃣
28378;TE6;6️⃣
28378;TE7;1️⃣
28378;TE8;3️⃣
28378;TE9;2️⃣
28379;DC1;1️⃣
28379;DC10;3️⃣
28379;DC2;1️⃣
28379;DC3;1️⃣
28379;DC4;4️⃣
28379;DC5;1️⃣
28379;DC6;2️⃣
28379;DC7;2️⃣
28379;DC8;2️⃣
28379;DC9;2️⃣
28379;II2;🤷‍♂️
28379;TE1;4️⃣
28379;TE10;1️⃣
28379;TE2;1️⃣
28379;TE3;2️⃣
28379;TE4;3️⃣
28379;TE5;1️⃣
28379;TE6;2️⃣
28379;TE7;🤷‍♂️
28379;TE8;3️⃣
28379;TE9;3️⃣
28380;FI1;2️⃣
28380;FI2;1️⃣
28380;FI3;1️⃣
28380;FI4;1️⃣
28380;FI5;5️⃣
28382;DC1;1️⃣
28382;DC10;1️⃣
28382;DC2;2️⃣
28382;DC3;1️⃣
28382;DC4;1️⃣
28382;DC5;1️⃣
28382;DC6;3️⃣
28382;DC7;🤷‍♂️
28382;DC8;2️⃣
28382;DC9;1️⃣
28383;FI1;1️⃣
28383;FI2;1️⃣
28383;FI3;🔟
28383;FI4;1️⃣
28383;FI5;4️⃣
28383;FI6;2️⃣
28384;DC1;1️⃣
28384;DC10;3️⃣
28384;DC2;2️⃣
28384;DC3;2️⃣
28384;DC4;1️⃣
28384;DC5;1️⃣
28384;DC6;1️⃣
28384;DC7;1️⃣
28384;DC8;2️⃣
28384;DC9;1️⃣
28384;II2;2️⃣
28384;OE1;3️⃣
28384;OE2;🤷‍♂️
28384;TE1;2️⃣
28384;TE10;1️⃣
28384;TE2;1️⃣
28384;TE3;2️⃣
28384;TE4;3️⃣
28384;TE5;1️⃣
28384;TE6;2️⃣
28384;TE7;3️⃣
28384;TE8;2️⃣
28384;TE9;1️⃣
28385;DC1;1️⃣
28385;DC10;2️⃣
28385;DC2;4️⃣
28385;DC3;1️⃣
28385;DC4;3️⃣
28385;DC5;1️⃣
28385;DC6;3️⃣
28385;DC7;3️⃣
28385;DC8;1️⃣
28385;DC9;3️⃣
28385;FI1;2️⃣
28385;FI2;1️⃣
28385;FI3;4️⃣
28385;FI4;2️⃣
28385;FI5;2️⃣
28385;FI6;3️⃣
28385;II2;1️⃣
28385;OE1;1️⃣
28385;OE2;1️⃣
28385;OE3;3️⃣
28385;OE4;2️⃣
28385;OE5;3️⃣
28385;OE6;4️⃣
28385;OE7;1️⃣
28385;OE8;1️⃣
28385;TE1;2️⃣
28385;TE10;1️⃣
28385;TE2;2️⃣
28385;TE3;2️⃣
28385;TE4;3️⃣
28385;TE5;1️⃣
28385;TE6;1️⃣
28385;TE7;2️⃣
28385;TE8;2️⃣
28385;TE9;3️⃣
28386;FI1;3️⃣
28390;OE1;2️⃣
28390;OE2;3️⃣
28390;OE3;3️⃣
28390;OE4;1️⃣
28390;OE5;3️⃣
28390;OE6;1️⃣
28390;OE7;2️⃣
28390;OE8;2️⃣
28392;DC1;1️⃣
28392;DC10;2️⃣
28392;DC2;🤷‍♂️
28392;DC3;1️⃣
28392;DC4;2️⃣
28392;DC5;1️⃣
28392;DC6;1️⃣
28392;DC7;1️⃣
28392;DC8;1️⃣
28392;DC9;1️⃣
28392;FI1;3️⃣
28392;FI2;1️⃣
28392;FI3;1️⃣
28392;FI4;1️⃣
28392;FI5;4️⃣
28392;FI6;🤷‍♂️
28392;II2;2️⃣
28392;OE1;3️⃣
28392;OE2;1️⃣
28392;OE3;3️⃣
28392;OE4;2️⃣
28392;OE5;2️⃣
28392;OE6;1️⃣
28392;OE7;1️⃣
28392;OE8;2️⃣
28392;TE1;4️⃣
28392;TE10;3️⃣
28392;TE2;1️⃣
28392;TE3;2️⃣
28392;TE4;4️⃣
28392;TE5;1️⃣
28392;TE6;5️⃣
28392;TE7;4️⃣
28392;TE8;2️⃣
28392;TE9;3️⃣
28394;FI1;2️⃣
28394;FI2;1️⃣
28394;FI3;7️⃣
28394;FI4;1️⃣
28394;FI5;4️⃣
28394;FI6;3️⃣
28394;OE1;2️⃣
28394;OE2;1️⃣
28394;OE3;1️⃣
28394;OE4;🤷‍♂️
28394;OE5;2️⃣
28394;OE6;1️⃣
28394;OE7;1️⃣
28394;OE8;2️⃣
28394;TE1;1️⃣
28394;TE10;3️⃣
28394;TE2;1️⃣
28394;TE3;3️⃣
28394;TE4;3️⃣
28394;TE5;1️⃣
28394;TE6;4️⃣
28394;TE7;3️⃣
28394;TE8;2️⃣
28394;TE9;3️⃣
28395;DC1;1️⃣
28395;DC10;3️⃣
28395;DC2;2️⃣
28395;DC3;🤷‍♂️
28395;DC4;3️⃣
28395;DC5;1️⃣
28395;DC6;1️⃣
28395;DC7;1️⃣
28395;DC8;2️⃣
28395;DC9;3️⃣
28395;FI1;2️⃣
28395;FI2;🤷‍♂️
28395;FI3;1️⃣
28395;FI4;4️⃣
28395;FI5;5️⃣
28395;FI6;🤷‍♂️
28395;II2;🤷‍♂️
28395;OE1;2️⃣
28395;OE2;🤷‍♂️
28395;OE3;2️⃣
28395;OE4;2️⃣
28395;OE5;🤷‍♂️
28395;OE6;4️⃣
28395;OE7;🤷‍♂️
28395;OE8;2️⃣
28395;TE1;5️⃣
28395;TE10;2️⃣
28395;TE2;1️⃣
28395;TE3;2️⃣
28395;TE4;1️⃣
28395;TE5;1️⃣
28395;TE6;6️⃣
28395;TE7;4️⃣
28395;TE8;3️⃣
28395;TE9;🤷‍♂️
28396;DC1;1️⃣
28396;DC10;2️⃣
28396;DC2;1️⃣
28396;DC3;1️⃣
28396;DC4;2️⃣
28396;DC5;1️⃣
28396;DC6;3️⃣
28396;DC7;2️⃣
28396;DC8;2️⃣
28396;DC9;2️⃣
28396;II2;2️⃣
28396;TE1;4️⃣
28396;TE10;3️⃣
28396;TE2;3️⃣
28396;TE3;2️⃣
28396;TE4;3️⃣
28396;TE5;1️⃣
28396;TE6;2️⃣
28396;TE7;3️⃣
28396;TE8;2️⃣
28396;TE9;3️⃣
28397;DC1;1️⃣
28397;DC10;1️⃣
28397;DC2;2️⃣
28397;DC3;2️⃣
28397;DC4;4️⃣
28397;DC5;1️⃣
28397;DC6;1️⃣
28397;DC7;1️⃣
28397;DC8;1️⃣
28397;DC9;1️⃣
28397;FI1;2️⃣
28397;FI2;2️⃣
28397;FI3;🔟
28397;FI4;4️⃣
28397;FI5;5️⃣
28397;FI6;4️⃣
28397;II2;🤷‍♂️
28397;OE1;2️⃣
28397;OE2;🤷‍♂️
28397;OE3;3️⃣
28397;OE4;4️⃣
28397;OE5;3️⃣
28397;OE6;🤷‍♂️
28397;OE7;🤷‍♂️
28397;OE8;1️⃣
28400;DC1;1️⃣
28400;DC10;2️⃣
28400;DC2;1️⃣
28400;DC3;1️⃣
28400;DC4;1️⃣
28400;DC5;1️⃣
28400;DC6;4️⃣
28400;DC7;1️⃣
28400;DC8;2️⃣
28400;DC9;4️⃣
28400;FI1;3️⃣
28400;FI2;1️⃣
28400;FI3;🔟
28400;FI4;1️⃣
28400;FI5;4️⃣
28400;FI6;1️⃣
28400;II2;1️⃣
28400;OE1;4️⃣
28400;OE2;1️⃣
28400;OE3;3️⃣
28400;OE4;3️⃣
28400;OE5;2️⃣
28400;OE6;4️⃣
28400;OE7;1️⃣
28400;OE8;2️⃣
28400;TE1;2️⃣
28400;TE10;2️⃣
28400;TE2;2️⃣
28400;TE3;3️⃣
28400;TE4;4️⃣
28400;TE5;1️⃣
28400;TE6;2️⃣
28400;TE7;4️⃣
28400;TE8;2️⃣
28400;TE9;1️⃣
28401;TE1;2️⃣
28401;TE10;3️⃣
28401;TE2;2️⃣
28401;TE3;3️⃣
28401;TE4;4️⃣
28401;TE5;2️⃣
28401;TE6;2️⃣
28401;TE7;4️⃣
28401;TE8;3️⃣
28401;TE9;3️⃣
28402;FI1;3️⃣
28402;FI2;1️⃣
28402;FI3;5️⃣
28402;FI4;1️⃣
28402;FI5;4️⃣
28402;FI6;4️⃣
28402;OE1;2️⃣
28402;OE2;2️⃣
28402;OE3;3️⃣
28402;OE4;3️⃣
28402;OE5;3️⃣
28402;OE6;4️⃣
28402;OE7;1️⃣
28402;OE8;1️⃣
28403;DC1;🤷‍♂️
28403;DC10;3️⃣
28403;DC2;🤷‍♂️
28403;DC3;1️⃣
28403;DC4;1️⃣
28403;DC5;1️⃣
28403;DC6;🤷‍♂️
28403;DC7;2️⃣
28403;DC8;2️⃣
28403;DC9;🤷‍♂️
28403;FI1;4️⃣
28403;FI2;2️⃣
28403;FI3;1️⃣
28403;FI4;4️⃣
28403;FI5;🤷‍♂️
28403;FI6;1️⃣
28403;II2;4️⃣
28403;OE1;3️⃣
28403;OE2;🤷‍♂️
28403;OE3;1️⃣
28403;OE4;1️⃣
28403;OE5;2️⃣
28403;OE6;4️⃣
28403;OE7;🤷‍♂️
28403;OE8;1️⃣
28403;TE1;1️⃣
28403;TE10;1️⃣
28403;TE2;1️⃣
28403;TE3;3️⃣
28403;TE4;4️⃣
28403;TE5;1️⃣
28403;TE6;6️⃣
28403;TE7;1️⃣
28403;TE8;3️⃣
28403;TE9;3️⃣
28404;TE1;2️⃣
28404;TE2;2️⃣
28404;TE3;2️⃣
28409;TE1;1️⃣
28409;TE10;3️⃣
28409;TE2;2️⃣
28409;TE3;2️⃣
28409;TE4;3️⃣
28409;TE5;1️⃣
28409;TE6;3️⃣
28409;TE7;1️⃣
28409;TE8;2️⃣
28409;TE9;3️⃣
28411;DC1;🤷‍♂️
28411;DC10;2️⃣
28411;DC2;2️⃣
28411;DC3;4️⃣
28411;DC4;3️⃣
28411;DC5;1️⃣
28411;DC6;1️⃣
28411;DC7;1️⃣
28411;DC8;2️⃣
28411;DC9;2️⃣
28411;FI1;2️⃣
28411;FI2;4️⃣
28411;FI3;6️⃣
28411;FI4;4️⃣
28411;FI5;5️⃣
28411;FI6;1️⃣
28411;II2;1️⃣
28411;TE1;1️⃣
28411;TE10;1️⃣
28411;TE2;2️⃣
28411;TE3;2️⃣
28411;TE4;4️⃣
28411;TE5;1️⃣
28411;TE6;3️⃣
28411;TE7;3️⃣
28411;TE8;3️⃣
28411;TE9;1️⃣
28412;DC1;1️⃣
28412;DC10;1️⃣
28412;DC2;1️⃣
28412;DC3;3️⃣
28412;DC4;2️⃣
28412;DC5;1️⃣
28412;DC6;2️⃣
28412;DC7;1️⃣
28412;DC8;1️⃣
28412;DC9;1️⃣
28412;FI1;1️⃣
28412;FI2;4️⃣
28412;FI3;1️⃣
28412;FI4;4️⃣
28412;FI5;5️⃣
28412;FI6;2️⃣
28412;II2;1️⃣
28412;OE1;1️⃣
28412;OE2;4️⃣
28412;OE3;3️⃣
28412;OE4;2️⃣
28412;OE5;3️⃣
28412;OE6;4️⃣
28412;OE7;3️⃣
28412;OE8;1️⃣
28412;TE1;2️⃣
28412;TE10;2️⃣
28412;TE2;4️⃣
28412;TE3;1️⃣
28412;TE4;1️⃣
28412;TE5;2️⃣
28412;TE6;2️⃣
28412;TE7;3️⃣
28412;TE8;2️⃣
28412;TE9;1️⃣
28413;FI1;3️⃣
28413;FI2;3️⃣
28413;FI3;2️⃣
28414;OE1;2️⃣
28414;OE2;2️⃣
28414;OE3;1️⃣
28414;OE4;1️⃣
28414;OE5;2️⃣
28414;OE6;1️⃣
28414;OE7;1️⃣
28414;OE8;1️⃣
28415;FI1;3️⃣
28416;DC1;1️⃣
28416;DC10;2️⃣
28416;DC2;1️⃣
28416;DC3;2️⃣
28416;DC4;4️⃣
28416;DC5;1️⃣
28416;DC6;2️⃣
28416;DC7;1️⃣
28416;DC8;1️⃣
28416;DC9;2️⃣
28416;TE1;1️⃣
28416;TE10;1️⃣
28416;TE2;2️⃣
28416;TE3;1️⃣
28416;TE4;4️⃣
28416;TE5;1️⃣
28416;TE6;4️⃣
28416;TE7;4️⃣
28416;TE8;2️⃣
28416;TE9;1️⃣
28417;TE1;4️⃣
28417;TE10;1️⃣
28417;TE2;2️⃣
28417;TE3;1️⃣
28417;TE4;4️⃣
28417;TE5;1️⃣
28417;TE6;1️⃣
28417;TE7;3️⃣
28417;TE8;1️⃣
28417;TE9;1️⃣
28418;DC1;1️⃣
28418;DC10;🤷‍♂️
28418;DC2;4️⃣
28418;DC3;🤷‍♂️
28418;DC4;4️⃣
28418;DC5;1️⃣
28418;DC6;4️⃣
28418;DC7;4️⃣
28418;DC8;2️⃣
28418;DC9;4️⃣
28418;FI1;4️⃣
28418;FI2;4️⃣
28418;FI3;3️⃣
28418;FI4;1️⃣
28418;FI5;1️⃣
28418;FI6;1️⃣
28418;II2;🤷‍♂️
28418;OE1;3️⃣
28418;OE2;2️⃣
28418;OE3;🤷‍♂️
28418;OE4;1️⃣
28418;OE5;2️⃣
28418;OE6;4️⃣
28418;OE7;🤷‍♂️
28418;OE8;2️⃣
28418;TE1;2️⃣
28418;TE10;1️⃣
28418;TE2;1️⃣
28418;TE3;1️⃣
28418;TE4;3️⃣
28418;TE5;1️⃣
28418;TE6;6️⃣
28418;TE7;1️⃣
28418;TE8;3️⃣
28418;TE9;3️⃣
28419;FI1;3️⃣
28420;TE1;4️⃣
28420;TE2;1️⃣
28420;TE3;2️⃣
28421;DC1;1️⃣
28421;DC10;2️⃣
28421;DC2;4️⃣
28421;DC3;1️⃣
28421;DC4;4️⃣
28421;DC5;2️⃣
28421;DC6;2️⃣
28421;DC7;2️⃣
28421;DC8;2️⃣
28421;DC9;2️⃣
28421;FI1;3️⃣
28421;FI2;3️⃣
28421;FI3;🔟
28421;FI4;1️⃣
28421;FI5;2️⃣
28421;FI6;2️⃣
28421;II2;4️⃣
28421;OE1;1️⃣
28421;OE2;1️⃣
28421;OE3;3️⃣
28421;OE4;1️⃣
28421;OE5;3️⃣
28421;OE6;3️⃣
28421;OE7;2️⃣
28421;OE8;2️⃣
28421;TE1;2️⃣
28421;TE10;3️⃣
28421;TE2;2️⃣
28421;TE3;2️⃣
28421;TE4;2️⃣
28421;TE5;1️⃣
28421;TE6;2️⃣
28421;TE7;1️⃣
28421;TE8;2️⃣
28421;TE9;3️⃣
28426;FI1;3️⃣
28426;FI2;1️⃣
28426;FI3;3️⃣
28426;FI4;1️⃣
28426;FI5;1️⃣
28426;FI6;1️⃣
28426;TE1;2️⃣
28426;TE10;3️⃣
28426;TE2;1️⃣
28426;TE3;1️⃣
28426;TE4;1️⃣
28426;TE5;1️⃣
28426;TE6;6️⃣
28426;TE7;1️⃣
28426;TE8;3️⃣
28426;TE9;3️⃣
28428;FI1;2️⃣
28428;FI2;1️⃣
28428;FI3;2️⃣
28428;FI4;1️⃣
28428;FI5;5️⃣
28428;FI6;4️⃣
28429;FI1;3️⃣
28429;FI2;4️⃣
28429;FI3;🔟
28429;FI4;4️⃣
28429;FI5;5️⃣
28429;FI6;1️⃣
28431;DC1;1️⃣
28431;DC10;2️⃣
28431;DC2;2️⃣
28431;DC3;1️⃣
28431;DC4;2️⃣
28431;DC5;1️⃣
28431;DC6;4️⃣
28431;DC7;1️⃣
28431;DC8;2️⃣
28431;DC9;4️⃣
28431;II2;1️⃣
28434;FI1;2️⃣
28434;FI2;4️⃣
28434;FI3;3️⃣
28434;FI4;4️⃣
28434;FI5;5️⃣
28434;FI6;4️⃣
28434;OE1;2️⃣
28434;OE2;1️⃣
28434;OE3;2️⃣
28434;OE4;3️⃣
28434;OE5;3️⃣
28434;OE6;1️⃣
28434;OE7;2️⃣
28434;OE8;1️⃣
28435;FI1;2️⃣
28435;FI2;4️⃣
28437;DC1;1️⃣
28437;DC10;2️⃣
28437;DC2;🤷‍♂️
28437;DC3;1️⃣
28437;DC4;1️⃣
28437;DC5;1️⃣
28437;DC6;2️⃣
28437;DC7;1️⃣
28437;DC8;2️⃣
28437;DC9;🤷‍♂️
28437;FI1;1️⃣
28437;FI2;1️⃣
28437;FI3;3️⃣
28437;FI4;2️⃣
28437;FI5;4️⃣
28437;FI6;1️⃣
28437;OE1;2️⃣
28437;OE2;1️⃣
28437;OE3;3️⃣
28437;OE4;1️⃣
28437;OE5;2️⃣
28437;OE6;1️⃣
28437;OE7;2️⃣
28437;OE8;1️⃣
28437;TE1;2️⃣
28437;TE10;1️⃣
28437;TE2;1️⃣
28437;TE3;1️⃣
28437;TE4;2️⃣
28437;TE5;2️⃣
28437;TE6;3️⃣
28437;TE7;1️⃣
28437;TE8;2️⃣
28437;TE9;3️⃣
28438;OE1;2️⃣
28438;OE2;1️⃣
28438;OE3;3️⃣
28438;OE4;2️⃣
28438;OE5;3️⃣
28438;OE6;1️⃣
28438;OE7;1️⃣
28438;OE8;2️⃣
28439;DC1;1️⃣
28439;DC10;2️⃣
28439;DC2;3️⃣
28439;DC3;2️⃣
28439;DC4;1️⃣
28439;DC5;3️⃣
28439;DC6;4️⃣
28439;DC7;3️⃣
28439;DC8;1️⃣
28439;DC9;3️⃣
28439;FI1;3️⃣
28439;FI2;3️⃣
